atr_mult,tp_mult,ema_fast,ema_slow,vol_mult,Return [%]
4.0,2.0,5,40,1.0,-3.328288924996486
4.0,2.0,5,40,1.5,4.718316875784749
4.0,2.0,5,40,2.0,0.5052366496495052
4.0,2.0,5,50,1.0,-2.5986662432860976
4.0,2.0,5,50,1.5,5.114429582345147
4.0,2.0,5,50,2.0,0.4094850493077138
4.0,2.0,5,60,1.0,0.17700696258547396
4.0,2.0,5,60,1.5,5.1396647813197704
4.0,2.0,5,60,2.0,0.41531374206548205
4.0,2.0,10,40,1.0,0.8328865226527706
4.0,2.0,10,40,1.5,5.541226740068759
4.0,2.0,10,40,2.0,0.4094850493077138
4.0,2.0,10,50,1.0,1.5810056423513745
4.0,2.0,10,50,1.5,6.337670440063521
4.0,2.0,10,50,2.0,0.7902142687988636
4.0,2.0,10,60,1.0,1.0655555355398612
4.0,2.0,10,60,1.5,5.3906155934361415
4.0,2.0,10,60,2.0,0.41531374206548205
4.0,2.0,15,40,1.0,-3.313467640119234
4.0,2.0,15,40,1.5,2.3381476194544666
4.0,2.0,15,40,2.0,0.7902142687988636
4.0,2.0,15,50,1.0,-3.2813755211530222
4.0,2.0,15,50,1.5,1.5881207237461423
4.0,2.0,15,50,2.0,0.41531374206548205
4.0,2.0,15,60,1.0,-2.579546230817505
4.0,2.0,15,60,1.5,0.8459975865391243
4.0,2.0,15,60,2.0,-0.11423786376948555
4.0,3.0,5,40,1.0,0.5204334162685337
4.0,3.0,5,40,1.5,2.267157069091827
4.0,3.0,5,40,2.0,-1.2809176736886367
4.0,3.0,5,50,1.0,0.5232205221558252
4.0,3.0,5,50,1.5,-1.1492388580758235
4.0,3.0,5,50,2.0,-1.496084006347719
4.0,3.0,5,60,1.0,-3.223347746712789
4.0,3.0,5,60,1.5,-1.1492388580758235
4.0,3.0,5,60,2.0,-1.4478739040265647
4.0,3.0,10,40,1.0,-3.72467190303254
4.0,3.0,10,40,1.5,-5.238117230006665
4.0,3.0,10,40,2.0,-1.496084006347719
4.0,3.0,10,50,1.0,-3.309256232779335
4.0,3.0,10,50,1.5,-1.2114362937273655
4.0,3.0,10,50,2.0,-1.0997519863455636
4.0,3.0,10,60,1.0,-3.309256232779335
4.0,3.0,10,60,1.5,-1.9460013521903237
4.0,3.0,10,60,2.0,-1.4478739040265647
4.0,3.0,15,40,1.0,-3.828432677263481
4.0,3.0,15,40,1.5,-5.2633651206316605
4.0,3.0,15,40,2.0,-1.0997519863455636
4.0,3.0,15,50,1.0,-3.8560993050275285
4.0,3.0,15,50,1.5,-5.463509419642888
4.0,3.0,15,50,2.0,-1.4478739040265647
4.0,3.0,15,60,1.0,-3.8171953939818923
4.0,3.0,15,60,1.5,-3.0052344479806194
4.0,3.0,15,60,2.0,-2.318473478524356
4.0,4.0,5,40,1.0,-5.842855086364689
4.0,4.0,5,40,1.5,-2.229965830993606
4.0,4.0,5,40,2.0,-3.234874974278027
4.0,4.0,5,50,1.0,-5.361690631844613
4.0,4.0,5,50,1.5,-1.5643750975690274
4.0,4.0,5,50,2.0,-3.234874974278027
4.0,4.0,5,60,1.0,-5.43273846021375
4.0,4.0,5,60,1.5,-1.5643750975690274
4.0,4.0,5,60,2.0,-3.468010287388388
4.0,4.0,10,40,1.0,-5.810284298400856
4.0,4.0,10,40,1.5,-3.084300752781437
4.0,4.0,10,40,2.0,-3.234874974278027
4.0,4.0,10,50,1.0,-5.4907894001551725
4.0,4.0,10,50,1.5,-1.6224260375104498
4.0,4.0,10,50,2.0,-3.468010287388388
4.0,4.0,10,60,1.0,-5.4907894001551725
4.0,4.0,10,60,1.5,-2.3411110426984303
4.0,4.0,10,60,2.0,-3.468010287388388
4.0,4.0,15,40,1.0,-5.905126675109823
4.0,4.0,15,40,1.5,-3.109548643406433
4.0,4.0,15,40,2.0,-3.468010287388388
4.0,4.0,15,50,1.0,-5.996924194597505
4.0,4.0,15,50,1.5,-3.0032062133788715
4.0,4.0,15,50,2.0,-3.468010287388388
4.0,4.0,15,60,1.0,-5.969717923017197
4.0,4.0,15,60,1.5,-2.9192233504812974
4.0,4.0,15,60,2.0,-4.10753440569195
4.0,5.0,5,40,1.0,3.7901579296875023
4.0,5.0,5,40,1.5,4.126696870727537
4.0,5.0,5,40,2.0,-4.849979756033772
4.0,5.0,5,50,1.0,3.7116319036429015
4.0,5.0,5,50,1.5,5.411585126647951
4.0,5.0,5,50,2.0,-4.849979756033772
4.0,5.0,5,60,1.0,3.7116319036429015
4.0,5.0,5,60,1.5,5.411585126647951
4.0,5.0,5,60,2.0,-5.117204123709543
4.0,5.0,10,40,1.0,3.7116319036429015
4.0,5.0,10,40,1.5,3.8385787988281304
4.0,5.0,10,40,2.0,-4.849979756033772
4.0,5.0,10,50,1.0,3.7116319036429015
4.0,5.0,10,50,1.5,5.411585126647951
4.0,5.0,10,50,2.0,-5.117204123709543
4.0,5.0,10,60,1.0,3.7116319036429015
4.0,5.0,10,60,1.5,4.692900121459971
4.0,5.0,10,60,2.0,-5.117204123709543
4.0,5.0,15,40,1.0,3.7116319036429015
4.0,5.0,15,40,1.5,3.8385787988281304
4.0,5.0,15,40,2.0,-5.117204123709543
4.0,5.0,15,50,1.0,4.965143245370054
4.0,5.0,15,50,1.5,4.550869121704109
4.0,5.0,15,50,2.0,-5.117204123709543
4.0,5.0,15,60,1.0,3.9670143355887193
4.0,5.0,15,60,1.5,0.8968545947265738
4.0,5.0,15,60,2.0,-4.92349988917762
4.0,6.0,5,40,1.0,-8.552629371861022
4.0,6.0,5,40,1.5,-6.430192328186021
4.0,6.0,5,40,2.0,-7.149008594883526
4.0,6.0,5,50,1.0,-8.552629371861022
4.0,6.0,5,50,1.5,-4.506921282828171
4.0,6.0,5,50,2.0,-7.149008594883526
4.0,6.0,5,60,1.0,-8.552629371861022
4.0,6.0,5,60,1.5,-4.506921282828171
4.0,6.0,5,60,2.0,-7.338467045462494
4.0,6.0,10,40,1.0,-8.576340422276061
4.0,6.0,10,40,1.5,-6.665505324096648
4.0,6.0,10,40,2.0,-7.149008594883526
4.0,6.0,10,50,1.0,-8.576340422276061
4.0,6.0,10,50,1.5,-4.506921282828171
4.0,6.0,10,50,2.0,-7.338467045462494
4.0,6.0,10,60,1.0,-8.576340422276061
4.0,6.0,10,60,1.5,-5.079299194510295
4.0,6.0,10,60,2.0,-7.338467045462494
4.0,6.0,15,40,1.0,-8.576340422276061
4.0,6.0,15,40,1.5,-6.665505324096648
4.0,6.0,15,40,2.0,-7.338467045462494
4.0,6.0,15,50,1.0,-9.675267880423362
4.0,6.0,15,50,1.5,-5.194206110926989
4.0,6.0,15,50,2.0,-7.338467045462494
4.0,6.0,15,60,1.0,-9.415674038216638
4.0,6.0,15,60,1.5,-8.753827306780112
4.0,6.0,15,60,2.0,-8.258121934204137
