lookback,exit_lookback,atr_stop_mult,Sharpe Ratio
55,7,1.5,0.9179109995333372
55,7,2.0,0.9179109995333372
55,7,2.5,0.9179109995333372
55,7,3.0,0.9179109995333372
55,9,1.0,0.9135146604513439
55,9,1.5,0.9135146604513439
55,9,2.0,0.9135146604513439
55,9,2.5,0.9135146604513439
55,9,3.0,0.9135146604513439
55,11,1.0,0.9368137749678469
55,11,1.5,0.9368137749678469
55,11,2.0,0.9368137749678469
55,11,2.5,0.9368137749678469
55,11,3.0,0.9368137749678469
55,13,1.0,0.9284361195470197
55,13,1.5,0.9284361195470197
55,13,2.0,0.9284361195470197
55,13,2.5,0.9284361195470197
55,13,3.0,0.9284361195470197
55,15,1.0,0.9436639777207936
55,15,1.5,0.9436639777207936
55,15,2.0,0.9436639777207936
55,15,2.5,0.9436639777207936
55,15,3.0,0.9436639777207936
55,17,1.0,0.9265476743432265
55,17,1.5,0.9265476743432265
55,17,2.0,0.9265476743432265
55,17,2.5,0.9265476743432265
55,17,3.0,0.9265476743432265
55,19,1.0,0.9047279969852113
55,19,1.5,0.9047279969852113
55,19,2.0,0.9047279969852113
55,19,2.5,0.9047279969852113
55,19,3.0,0.9047279969852113
55,21,1.0,0.8755631303328019
55,21,1.5,0.8755631303328019
55,21,2.0,0.8755631303328019
55,21,2.5,0.8755631303328019
55,21,3.0,0.8755631303328019
55,23,1.0,0.8795258282140263
55,23,1.5,0.8795258282140263
55,23,2.0,0.8795258282140263
55,23,2.5,0.8795258282140263
55,23,3.0,0.8795258282140263
