lookback,exit_lookback,atr_stop_mult,score
60,5,1.0,1.600679682208791
60,5,1.5,1.600679682208791
60,5,2.0,1.600679682208791
60,5,2.5,1.600679682208791
60,5,3.0,1.600679682208791
60,7,1.0,1.9502978193724694
60,7,1.5,1.9502978193724694
60,7,2.0,1.9502978193724694
60,7,2.5,1.9502978193724694
60,7,3.0,1.9502978193724694
60,9,1.0,1.839510326579694
60,9,1.5,1.839510326579694
60,9,2.0,1.839510326579694
60,9,2.5,1.839510326579694
60,9,3.0,1.839510326579694
60,11,1.0,1.8147752304157916
60,11,1.5,1.8147752304157916
60,11,2.0,1.8147752304157916
60,11,2.5,1.8147752304157916
60,11,3.0,1.8147752304157916
60,13,1.0,1.8261854516894565
60,13,1.5,1.8261854516894565
60,13,2.0,1.8261854516894565
60,13,2.5,1.8261854516894565
60,13,3.0,1.8261854516894565
60,15,1.0,-1.0
60,15,1.5,-1.0
60,15,2.0,-1.0
